Enterococcus spp.,Escherichia fergusonii,Clostridium symbiosum,Bacteroides thetaiotaomicron,Clostridium clostridioforme,Blautia producta,Clostridium scindens,Clostridium hylemonae,Clostridium hathewayi,Bacteroides fragilis,Flavonifractor plautii,Bacteroides uniformis,Parabacteroides distasonis,Other,CS
0.57488789198085,0,0.0149599120709406,0.0868970055508447,0,0.0104864315344985,0.000821019943084526,0,0.00108977095357391,0.310857967966208,0,0,0,0,Acetate
0.110794902817663,0.289752846466674,0.04638683616772,0.105172232040325,0.00248920861924638,0.0557477115147234,0.00455628283718232,0.0061041675362449,0.000673830238882746,0.250217751514318,0.101476127263231,0,0.0266281029837892,0,Succinate
0,0.843895109471933,0,0.0706239517901368,0,0.0324565487892961,0,0,0.00190567765063551,0,0,0,0.0511187122979986,0,Galacticol
0.0698486468837149,0.718990151260138,0.00747818561114466,0.137435892172929,0,0.00314060068383221,0.00554805956796924,0,0.00857959427390021,0.0345077485826321,0.00707119001511652,0,0.00739993094862326,0,Oxaloacetate
0.778647724350192,0.186641446446897,0,0,0,0,0,0,0,0,0.0169902801193691,0.0177205490835418,0,0,Citrate
0.19458598406859,0.651196266864956,0.0201107079424976,0.0174141242687944,0.0094634791436726,9.15152923412804e-05,0.000378770403201656,0.00539849840775322,0.00410954243535872,0.0432897643721792,0.00313447080708258,0.050826875993573,0,0,Pyruvate
0.342284553633153,0.299112940807262,0.0598996249173603,0.117259639909493,0.0117705072531645,0.0679539006745205,0.00626863573386359,0,0.00029117410384319,0.0870001225697548,0,0,0.00815890039758492,0,Glycerol
0.416751544434725,0.485668854506554,0,0,0,0,0,0.00130343087127769,0.000440434734253505,0.0111728005579435,0.0830152770417223,0.00149924803730189,0.00014840981622249,0,Fumarate
0.0422203558021498,0.733829191705385,0.00534153112859296,0.100973397726878,0,0,0.000993996830782871,0.00173996296656359,0.0381300772129886,0.047097114207468,0.00436574165265686,0,0.0253086307665342,0,Rhamnose
0.919591931130024,0,0,0.0270013610694856,0,0,0.00151422383359188,0,0.0017589074882835,0.0501335764786152,0,0,0,0,Sucrose
0.0343763982803687,0.689112393389816,0.00391739272117024,0.0316447323668588,0,0.00859615159678711,0,0.00310656477746212,0.0560730868121534,0.131006939360798,0.0221563071326859,0,0.0200100335618997,0,Galactose
0.37113881972752,0.497652002225583,0.00510628534600078,0.0346168347870827,0.000888229937622175,0,0,0.000350766329854387,0.0177284545920138,0.0685251277212274,0.00399347933309615,0,0,0,Fructose
0.0387154604585827,0.755868876040754,0.00797667646662262,0.0585352988948644,0,0.0104601266131432,0.000507211800092586,0.00505755832475421,0.0409141682528457,0.0466301553206784,0.0141712962507687,0,0.021163171576893,0,Melibiose
0.490284678512861,0.441286178842621,0.00353446819361349,0.0312979766874129,0.00793471128811887,0,0,2.28106018151721e-05,0.00811833230982068,0,0.00988755533892331,0.00763328822481322,0,0,Glucose
0,0.811363325377625,0,0.0877713576443367,0,0,0,0.00326218570454953,0.0317253788360698,0.0536533112513922,0,0,0.0122244411860265,0,Fucose
0.486214171465108,0.406014942251112,0,0.0122001361484574,0,0,0,0.000465955678528698,0.00808835150301469,0.0870164429537785,0,0,0,0,Sorbitol
0.252285180027864,0.625224286787356,0.0021747827134996,0.0248011006221914,0,0,0.000170755946234354,0.00152962440188336,0.0172899166047574,0.0643515889785564,0.00718190401431846,0,0.00499085990333886,0,Mannitol
0.426078717769554,0.532656437500976,0,0.030343087786627,0,0,0,0,0.00646943515303945,0.00445232178980392,0,0,0,0,Mannose
0.489369509393353,0.421575505591087,0,0.0239882886784199,0,0,0,0,0.0184431221781461,0.0466235741589941,0,0,0,0,Maltose
0.898972007380047,0.0639665930216407,0,0.0285032820121674,0,0,0.00219462016393503,0,0.0063634974222099,0,0,0,0,0,Ribose
0.0438487784819675,0.764447651796617,0.00639483272524142,0.0403309543107753,0,0.00652667980053662,0.00130783763220593,0,0.0242142148142787,0.0742043400378494,0.0197826432680722,0,0.0189420671324562,0,Lactose
0,0.802338064605603,0.0175924197614991,0.0674776891452667,0,0.00678019877343135,0.00126595637859145,0.000947619795292964,0.0190453453297844,0.0460289499708018,0.0275069724737012,0,0.0110167837660285,0,Arabinose
